gvkey,conm,cik,tic,datadate,fyear,rcp,at,lag1_at,big1_rstr,big05_rstr
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2010,2010,-22.782,9600.538,7762.366,FALSE,FALSE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2011,2011,-23.129,9829.079,9600.538,FALSE,FALSE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2012,2012,-44.72,10785.687,9829.079,FALSE,FALSE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2013,2013,-80.715,12060.883,10785.687,FALSE,TRUE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2014,2014,-39.477,12442.856,12060.883,FALSE,FALSE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2015,2015,-43.203,13021.93,12442.856,FALSE,FALSE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2016,2016,-36.505,14206.366,13021.93,FALSE,FALSE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2017,2017,-53.007,16462.809,14206.366,FALSE,FALSE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2018,2018,-31.215,17784.445,16462.809,FALSE,FALSE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2019,2019,-147.128,16400.796,17784.445,FALSE,TRUE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2020,2020,-13.288,17053.911,16400.796,FALSE,FALSE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2021,2021,-16.673,19535.54,17053.911,FALSE,FALSE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2022,2022,-6.994,21763.182,19535.54,FALSE,FALSE
001773,ARROW ELECTRONICS INC,0000007536,ARW,12/31/2023,2023,-27.977,21726.168,21763.182,FALSE,FALSE
001794,ASHLAND INC,0001674862,ASH,9/30/2006,2006,-6,6590,6815,FALSE,FALSE
001794,ASHLAND INC,0001674862,ASH,9/30/2007,2007,-25,5686,6590,FALSE,FALSE
001794,ASHLAND INC,0001674862,ASH,9/30/2010,2010,-21,9531,9447,FALSE,FALSE
001794,ASHLAND INC,0001674862,ASH,9/30/2011,2011,-53,12966,9531,FALSE,TRUE
001794,ASHLAND INC,0001674862,ASH,9/30/2012,2012,-93,12524,12966,FALSE,TRUE
001794,ASHLAND INC,0001674862,ASH,9/30/2013,2013,-46,12088,12524,FALSE,FALSE
001794,ASHLAND INC,0001674862,ASH,9/30/2014,2014,-147,10951,12088,TRUE,TRUE
001794,ASHLAND INC,0001674862,ASH,9/30/2015,2015,-27,10064,10951,FALSE,FALSE
001794,ASHLAND INC,0001674862,ASH,9/30/2016,2016,-89,9697,10064,FALSE,TRUE
001794,ASHLAND INC,0001674862,ASH,9/30/2017,2017,-106,8618,9697,TRUE,TRUE
001794,ASHLAND INC,0001674862,ASH,9/30/2018,2018,-105,8252,8618,TRUE,TRUE
001794,ASHLAND INC,0001674862,ASH,9/30/2021,2021,-10,6612,6877,FALSE,FALSE
001794,ASHLAND INC,0001674862,ASH,9/30/2022,2022,-5,6213,6612,FALSE,FALSE
001794,ASHLAND INC,0001674862,ASH,9/30/2023,2023,-10,5939,6213,FALSE,FALSE
001820,ASTRONOVA INC,0000008146,ALOT,1/31/2003,2002,-0.49,35.21,38.404,TRUE,TRUE
001820,ASTRONOVA INC,0000008146,ALOT,1/31/2004,2003,0.015,42.065,35.21,FALSE,FALSE
001820,ASTRONOVA INC,0000008146,ALOT,1/31/2008,2007,-0.515,61.699,58.001,FALSE,TRUE
001820,ASTRONOVA INC,0000008146,ALOT,1/31/2016,2015,-0.278,77.963,74.33,FALSE,FALSE
001820,ASTRONOVA INC,0000008146,ALOT,1/31/2024,2023,-3.218,133.251,139.207,TRUE,TRUE
001823,ASTRONICS CORP,0000008063,ATRO,12/31/2019,2019,-27.226,782.716,774.64,TRUE,TRUE
001823,ASTRONICS CORP,0000008063,ATRO,12/31/2020,2020,-5.327,619.745,782.716,FALSE,TRUE
001823,ASTRONICS CORP,0000008063,ATRO,12/31/2021,2021,-0.798,609.138,619.745,FALSE,FALSE
001823,ASTRONICS CORP,0000008063,ATRO,12/31/2022,2022,-0.199,615.031,609.138,FALSE,FALSE
001823,ASTRONICS CORP,0000008063,ATRO,12/31/2023,2023,-0.564,633.792,615.031,FALSE,FALSE
001828,ATCO LTD  -CL I,0001261317,ACLLF,12/31/2015,2015,-76.923,19055,17689,FALSE,FALSE
001828,ATCO LTD  -CL I,0001261317,ACLLF,12/31/2018,2018,-30.769,23344,21775,FALSE,FALSE
001828,ATCO LTD  -CL I,0001261317,ACLLF,12/31/2020,2020,-16.923,22200,21703,FALSE,FALSE
001858,CEVA LOGISTICS INC-REDH,0001391594,CEVL,12/31/2011,2011,-81,5031,5318,TRUE,TRUE
001864,REX AMERICAN RESOURCES CORP,0000744187,REX,1/31/2009,2008,-4.171,451.288,408.978,TRUE,TRUE
001866,AULT INC,0000723639,AULT.,5/31/2004,2003,-2.609,29.835,33.065,TRUE,TRUE
001878,AUTODESK INC,0000769397,ADSK,1/31/2002,2001,-28.13,902.444,807.759,TRUE,TRUE
001878,AUTODESK INC,0000769397,ADSK,1/31/2003,2002,-25.887,883.65,902.444,TRUE,TRUE
001878,AUTODESK INC,0000769397,ADSK,1/31/2004,2003,-3.183,1017.16,883.65,FALSE,FALSE
001878,AUTODESK INC,0000769397,ADSK,1/31/2005,2004,-26.7,1142.204,1017.16,TRUE,TRUE
001878,AUTODESK INC,0000769397,ADSK,1/31/2009,2008,-40.2,2420.7,2208.9,TRUE,TRUE
001878,AUTODESK INC,0000769397,ADSK,1/31/2010,2009,-48.2,2447.2,2420.7,TRUE,TRUE
001878,AUTODESK INC,0000769397,ADSK,1/31/2011,2010,-10.8,2787.6,2447.2,FALSE,FALSE
001878,AUTODESK INC,0000769397,ADSK,1/31/2012,2011,1.3,3227.8,2787.6,FALSE,FALSE
001878,AUTODESK INC,0000769397,ADSK,1/31/2013,2012,-43.9,4308.4,3227.8,TRUE,TRUE
001878,AUTODESK INC,0000769397,ADSK,1/31/2014,2013,-12.8,4595,4308.4,FALSE,FALSE
001878,AUTODESK INC,0000769397,ADSK,1/31/2015,2014,-3.1,4913.8,4595,FALSE,FALSE
001878,AUTODESK INC,0000769397,ADSK,1/31/2017,2016,-80.5,4798.1,5515.3,TRUE,TRUE
001878,AUTODESK INC,0000769397,ADSK,1/31/2018,2017,-115.5,4113.6,4798.1,TRUE,TRUE
001878,AUTODESK INC,0000769397,ADSK,1/31/2019,2018,-31.6,4729.2,4113.6,FALSE,TRUE
001878,AUTODESK INC,0000769397,ADSK,1/31/2020,2019,-0.5,6179.3,4729.2,FALSE,FALSE
001891,AUTOMATIC DATA PROCESSING,0000008670,ADP,6/30/2016,2016,-48.2,43670,33110.5,FALSE,FALSE
001891,AUTOMATIC DATA PROCESSING,0000008670,ADP,6/30/2017,2017,-85,37180,43670,FALSE,FALSE
001891,AUTOMATIC DATA PROCESSING,0000008670,ADP,6/30/2018,2018,-404.8,37088.7,37180,TRUE,TRUE
001891,AUTOMATIC DATA PROCESSING,0000008670,ADP,6/30/2019,2019,-138.3,41887.7,37088.7,FALSE,FALSE
001891,AUTOMATIC DATA PROCESSING,0000008670,ADP,6/30/2020,2020,-77.4,39165.5,41887.7,FALSE,FALSE
001891,AUTOMATIC DATA PROCESSING,0000008670,ADP,6/30/2021,2021,-2.9,48772.5,39165.5,FALSE,FALSE
001891,AUTOMATIC DATA PROCESSING,0000008670,ADP,6/30/2022,2022,-3.5,63068.2,48772.5,FALSE,FALSE
001891,AUTOMATIC DATA PROCESSING,0000008670,ADP,6/30/2023,2023,-8.7,50971,63068.2,FALSE,FALSE
001906,A V HOMES INC,0000039677,AVHI.1,12/31/2011,2011,-1.789,409.056,545.451,FALSE,FALSE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2001,2001,-19.9,2819.2,2699.1,FALSE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2004,2004,-35.2,4399.3,4105.3,FALSE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2005,2005,-66.6,4203.9,4399.3,TRUE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2006,2006,-21.1,4293.6,4203.9,FALSE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2007,2007,-21.9,6244.8,4293.6,FALSE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2008,2008,-29.8,6035.7,6244.8,FALSE,FALSE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2009,2009,-129.1,5002.8,6035.7,TRUE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2010,2010,-19,5099.4,5002.8,FALSE,FALSE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2011,2011,-44.5,4972.7,5099.4,FALSE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2012,2012,-60.3,5105.3,4972.7,TRUE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2013,2013,-40.3,4610.6,5105.3,FALSE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2014,2014,-66.1,4360.2,4610.6,TRUE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2016,2016,-24.9,4396.4,4133.7,FALSE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2017,2017,-38.6,5136.9,4396.4,FALSE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2018,2018,-74.2,5177.5,5136.9,TRUE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2019,2019,-50.4,5488.8,5177.5,FALSE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2020,2020,-55.3,6083.9,5488.8,TRUE,TRUE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2021,2021,-13.6,7971.6,6083.9,FALSE,FALSE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2022,2022,-7.7,7950.5,7971.6,FALSE,FALSE
001913,AVERY DENNISON CORP,0000008818,AVY,12/31/2023,2023,-79.4,8209.8,7950.5,FALSE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2002,2002,-13.712,4681.954,5864.148,FALSE,FALSE
001919,AVNET INC,0000008858,AVT,6/30/2003,2003,-106.765,4499.551,4681.954,TRUE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2004,2004,-55.618,4863.651,4499.551,TRUE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2005,2005,1.32,5098.215,4863.651,FALSE,FALSE
001919,AVNET INC,0000008858,AVT,6/30/2006,2006,-48.066,6215.693,5098.215,FALSE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2007,2007,-7.353,7355.119,6215.693,FALSE,FALSE
001919,AVNET INC,0000008858,AVT,6/30/2008,2008,-38.942,8200.13,7355.119,FALSE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2009,2009,-86.292,6273.516,8200.13,TRUE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2010,2010,-12.75,7782.382,6273.516,FALSE,FALSE
001919,AVNET INC,0000008858,AVT,6/30/2011,2011,-41.687,9905.569,7782.382,FALSE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2012,2012,-46.967,10167.866,9905.569,FALSE,FALSE
001919,AVNET INC,0000008858,AVT,6/30/2013,2013,-116.983,10474.68,10167.866,TRUE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2014,2014,-65.401,11255.517,10474.68,FALSE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2015,2015,-57.937,10799.953,11255.517,FALSE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2016,2016,-49.109,11239.805,10799.953,FALSE,FALSE
001919,AVNET INC,0000008858,AVT,6/30/2017,2017,-54.615,9699.589,11239.805,FALSE,FALSE
001919,AVNET INC,0000008858,AVT,6/30/2018,2018,-112.225,9596.845,9699.589,TRUE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2019,2019,-90.344,8564.556,9596.845,FALSE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2020,2020,-43.743,8105.197,8564.556,FALSE,TRUE
001919,AVNET INC,0000008858,AVT,6/30/2021,2021,-56.837,8925.422,8105.197,FALSE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2001,2001,-97.4,3192.6,2811.3,TRUE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2002,2002,-36.3,3327.5,3192.6,TRUE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2003,2003,0.4,3562.3,3327.5,FALSE,FALSE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2004,2004,3.2,4148.1,3562.3,FALSE,FALSE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2005,2005,-56.1,4763.3,4148.1,TRUE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2006,2006,-228.8,5238.2,4763.3,TRUE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2007,2007,-158.3,5716.2,5238.2,TRUE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2008,2008,-60.6,6074,5716.2,TRUE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2009,2009,-171.4,6832.7,6074,TRUE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2010,2010,-80.7,7873.7,6832.7,TRUE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2011,2011,-45.2,7735,7873.7,FALSE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2012,2012,-126.1,7382.5,7735,TRUE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2013,2013,-65.9,6492.3,7382.5,FALSE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2014,2014,-114.2,5496.8,6492.3,TRUE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2015,2015,-52.2,3879.5,5496.8,FALSE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2016,2016,-77.4,3418.9,3879.5,TRUE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2017,2017,-60.8,3697.9,3418.9,TRUE,TRUE
001920,AVON PRODUCTS,0000008868,AVP,12/31/2018,2018,-179.8,3010,3697.9,TRUE,TRUE
001926,AZZ INC,0000008947,AZZ,2/28/2003,2002,-0.546,134.037,147.044,FALSE,FALSE
001926,AZZ INC,0000008947,AZZ,2/28/2013,2012,-1.3,694.205,606.775,FALSE,FALSE
001926,AZZ INC,0000008947,AZZ,2/28/2015,2014,-3.952,936.914,953.253,FALSE,FALSE
001926,AZZ INC,0000008947,AZZ,2/29/2016,2015,-0.9,983.371,936.914,FALSE,FALSE
001926,AZZ INC,0000008947,AZZ,2/28/2017,2016,-8,977.839,983.371,FALSE,TRUE
001926,AZZ INC,0000008947,AZZ,2/28/2019,2018,-1.301,1088.57,1028.209,FALSE,FALSE
001926,AZZ INC,0000008947,AZZ,2/28/2021,2020,-19.999,996.442,1073.831,TRUE,TRUE
001926,AZZ INC,0000008947,AZZ,2/28/2022,2021,1.797,1133.028,996.442,FALSE,FALSE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2003,2003,-779.696,33862.332,26212.317,TRUE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2004,2004,-634.196,33867.216,33862.332,TRUE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2005,2005,-388.449,32737.984,33867.216,TRUE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2006,2006,-423.058,34816.074,32737.984,TRUE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2007,2007,-331.378,37161.97,34816.074,FALSE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2008,2008,-233.904,40276.807,37161.97,FALSE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2009,2009,-502.794,43026.854,40276.807,TRUE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2010,2010,-478.691,42882.112,43026.854,TRUE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2011,2011,-295.203,42134.79,42882.112,FALSE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2012,2012,-334.997,44439.167,42134.79,FALSE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2013,2013,-407.72,44552.569,44439.167,FALSE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2014,2014,-704.126,40762.953,44552.569,TRUE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2015,2015,-541.178,46472.019,40762.953,TRUE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2016,2016,-743.92,49067.95,46472.019,TRUE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2017,2017,-811.74,190810.31,49067.95,TRUE,TRUE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2018,2018,-462.643,186512.879,190810.31,FALSE,FALSE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2019,2019,-748.286,186747.022,186512.879,FALSE,FALSE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2020,2020,-547.862,184890.132,186747.022,FALSE,FALSE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2021,2021,-203.115,186005.947,184890.132,FALSE,FALSE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2022,2022,-928.978,185007.575,186005.947,FALSE,FALSE
001932,BRITISH AMER TOBACCO PLC,0001303523,BTI,12/31/2023,2023,2.548,151220.441,185007.575,FALSE,FALSE
001943,BMC INDUSTRIES INC,0000215310,BMMI,12/31/2001,2001,-12.165,331.746,373.804,TRUE,TRUE
001943,BMC INDUSTRIES INC,0000215310,BMMI,12/31/2002,2002,-2.8,247.359,331.746,FALSE,TRUE
001945,BOC GROUP PLC,0000715095,BOX.1,9/30/2002,2002,-74.104,7682.167,7373.266,TRUE,TRUE
001945,BOC GROUP PLC,0000715095,BOX.1,9/30/2003,2003,-39.608,8123.127,7682.167,FALSE,TRUE
001945,BOC GROUP PLC,0000715095,BOX.1,9/30/2004,2004,-31.477,8315.611,8123.127,FALSE,FALSE
001945,BOC GROUP PLC,0000715095,BOX.1,9/30/2005,2005,-36.63,8206.52,8315.611,FALSE,FALSE
001968,BADGER METER INC,0000009092,BMI,12/31/2018,2018,-2.575,392.691,391.727,FALSE,TRUE
001969,BADGER PAPER MILLS INC,0000009096,BPMI,12/31/2004,2004,-1.303,33.272,38.478,TRUE,TRUE
001971,BAIRNCO CORP,0000350750,BZ.2,12/31/2004,2004,-1.187,118.781,118.229,TRUE,TRUE
001971,BAIRNCO CORP,0000350750,BZ.2,12/31/2005,2005,-0.987,125.768,118.781,FALSE,TRUE
001974,BAKER (MICHAEL) CORP,0000009263,BKR.1,12/31/2011,2011,-2.24,379.874,321.065,FALSE,TRUE
001974,BAKER (MICHAEL) CORP,0000009263,BKR.1,12/31/2012,2012,-2.275,373.409,379.874,FALSE,TRUE
001976,BAKER HUGHES INC,0000808362,BHI,12/31/2001,2001,-8.2,6676.2,6452.7,FALSE,FALSE
001976,BAKER HUGHES INC,0000808362,BHI,12/31/2002,2002,1.9,6400.8,6676.2,FALSE,FALSE
001976,BAKER HUGHES INC,0000808362,BHI,12/31/2003,2003,1.1,6302.2,6400.8,FALSE,FALSE
001976,BAKER HUGHES INC,0000808362,BHI,12/31/2012,2012,-20,26689,24847,FALSE,FALSE
001976,BAKER HUGHES INC,0000808362,BHI,12/31/2013,2013,-56,27934,26689,FALSE,FALSE
001976,BAKER HUGHES INC,0000808362,BHI,12/31/2014,2014,-87,28827,27934,FALSE,FALSE
001976,BAKER HUGHES INC,0000808362,BHI,12/31/2015,2015,-830,24080,28827,TRUE,TRUE
001976,BAKER HUGHES INC,0000808362,BHI,12/31/2016,2016,-1168,19034,24080,TRUE,TRUE
001979,BALCHEM CORP  -CL B,0000009326,BCPC,12/31/2019,2019,-1.026,1155.682,981.355,FALSE,FALSE
001979,BALCHEM CORP  -CL B,0000009326,BCPC,12/31/2023,2023,-8.365,1597.211,1624.512,FALSE,TRUE
001981,BALDOR ELECTRIC CO,0000009342,BEZ,12/31/2009,2009,-5.027,2651.537,2834.159,FALSE,FALSE
001988,BALL CORP,0000009389,BALL,12/31/2001,2001,-206.8,2313.6,2649.8,TRUE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2002,2002,4.8,4132.4,2313.6,FALSE,FALSE
001988,BALL CORP,0000009389,BALL,12/31/2003,2003,3.7,4069.6,4132.4,FALSE,FALSE
001988,BALL CORP,0000009389,BALL,12/31/2004,2004,15.2,4477.7,4069.6,FALSE,FALSE
001988,BALL CORP,0000009389,BALL,12/31/2005,2005,4.7,4343.4,4477.7,FALSE,FALSE
001988,BALL CORP,0000009389,BALL,12/31/2006,2006,-35.5,5840.9,4343.4,FALSE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2007,2007,-44.6,6020.6,5840.9,FALSE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2008,2008,-52.1,6368.7,6020.6,FALSE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2009,2009,-32.7,6488.3,6368.7,FALSE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2010,2010,-6,6927.7,6488.3,FALSE,FALSE
001988,BALL CORP,0000009389,BALL,12/31/2011,2011,-24.6,7284.6,6927.7,FALSE,FALSE
001988,BALL CORP,0000009389,BALL,12/31/2012,2012,-73.2,7507.1,7284.6,TRUE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2013,2013,-78.8,7819.8,7507.1,TRUE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2014,2014,-80.5,7571,7819.8,TRUE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2015,2015,-41.6,9777,7571,FALSE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2016,2016,-59,16173,9777,FALSE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2017,2017,-168,17169,16173,TRUE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2018,2018,-92,16554,17169,FALSE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2019,2019,-174,17360,16554,TRUE,TRUE
001988,BALL CORP,0000009389,BALL,12/31/2020,2020,-74,18252,17360,FALSE,FALSE
001988,BALL CORP,0000009389,BALL,12/31/2021,2021,-26,19714,18252,FALSE,FALSE
001988,BALL CORP,0000009389,BALL,12/31/2022,2022,-67,19909,19714,FALSE,FALSE
001988,BALL CORP,0000009389,BALL,12/31/2023,2023,-153,19303,19909,FALSE,TRUE
001995,CONSTELLATION ENERGY GRP INC,0001004440,CEG.1,12/31/2001,2001,-105.7,14077.6,12384.6,FALSE,TRUE
001995,CONSTELLATION ENERGY GRP INC,0001004440,CEG.1,12/31/2002,2002,-71.8,14128.9,14077.6,FALSE,TRUE
001995,CONSTELLATION ENERGY GRP INC,0001004440,CEG.1,12/31/2003,2003,-2.1,15800.7,14128.9,FALSE,FALSE
001995,CONSTELLATION ENERGY GRP INC,0001004440,CEG.1,12/31/2004,2004,-9.7,17347.1,15800.7,FALSE,FALSE
001995,CONSTELLATION ENERGY GRP INC,0001004440,CEG.1,12/31/2005,2005,-4.4,21473.9,17347.1,FALSE,FALSE
001995,CONSTELLATION ENERGY GRP INC,0001004440,CEG.1,12/31/2006,2006,-28.2,21801.6,21473.9,FALSE,FALSE
001995,CONSTELLATION ENERGY GRP INC,0001004440,CEG.1,12/31/2007,2007,-2.3,21945.7,21801.6,FALSE,FALSE
001995,CONSTELLATION ENERGY GRP INC,0001004440,CEG.1,12/31/2008,2008,-22.2,22284.1,21945.7,FALSE,FALSE
001995,CONSTELLATION ENERGY GRP INC,0001004440,CEG.1,12/31/2009,2009,-12.6,23544.4,22284.1,FALSE,FALSE
002002,POPULAR INC,0000763901,BPOP,12/31/2007,2007,-24.3,44411.437,47403.987,FALSE,FALSE
002002,POPULAR INC,0000763901,BPOP,12/31/2014,2014,-26.725,33096.695,35749.333,FALSE,FALSE
002002,POPULAR INC,0000763901,BPOP,12/31/2015,2015,-18.412,35769.534,33096.695,FALSE,FALSE
002005,BANK OF HAWAII CORP,0000046195,BOH,12/31/2001,2001,-104.794,10627.797,14013.816,FALSE,TRUE
002005,BANK OF HAWAII CORP,0000046195,BOH,12/31/2002,2002,-2.364,9516.418,10627.797,FALSE,FALSE
002006,BANCTEC INC-REDH,0000318378,BTEC.1,12/31/2009,2009,-0.815,191.019,222.622,FALSE,FALSE
002006,BANCTEC INC-REDH,0000318378,BTEC.1,12/31/2010,2010,-4.677,222.037,191.019,TRUE,TRUE
002008,BANDAG INC,0000009534,BDG.2,12/31/2001,2001,-3.4,718.572,714.549,FALSE,FALSE
002008,BANDAG INC,0000009534,BDG.2,12/31/2002,2002,-3.5,617.827,718.572,FALSE,FALSE
002008,BANDAG INC,0000009534,BDG.2,12/31/2006,2006,-19.762,752.948,755.037,TRUE,TRUE
002019,BANK OF NEW YORK MELLON CORP,0001390777,BK,12/31/2008,2008,-181,237512,197656,FALSE,FALSE
002019,BANK OF NEW YORK MELLON CORP,0001390777,BK,12/31/2009,2009,-150,212224,237512,FALSE,FALSE
002019,BANK OF NEW YORK MELLON CORP,0001390777,BK,12/31/2010,2010,-28,247259,212224,FALSE,FALSE
002019,BANK OF NEW YORK MELLON CORP,0001390777,BK,12/31/2011,2011,-89,325266,247259,FALSE,FALSE
002025,BRE PROPERTIES INC,0001011174,BRE,12/31/2008,2008,-0.6,2991.329,2953.66,FALSE,FALSE
002033,FAIRCHILD CORP  -CL A,0000009779,FCHDQ,9/30/2004,2004,-0.563,528.104,390.549,FALSE,FALSE
002034,BANTA CORP,0000009801,BN.2,12/31/2003,2003,-16.952,886.023,805.264,TRUE,TRUE
002044,BARD (C.R.) INC,0000009892,BCR,12/31/2002,2002,-33.7,1416.7,1231.1,TRUE,TRUE
002044,BARD (C.R.) INC,0000009892,BCR,12/31/2003,2003,2.5,1692,1416.7,FALSE,FALSE
002044,BARD (C.R.) INC,0000009892,BCR,12/31/2008,2008,-1.3,2665.7,2475.5,FALSE,FALSE
002044,BARD (C.R.) INC,0000009892,BCR,12/31/2009,2009,-15.4,2906.9,2665.7,FALSE,TRUE
002044,BARD (C.R.) INC,0000009892,BCR,12/31/2010,2010,-16.7,3171.5,2906.9,FALSE,TRUE
002044,BARD (C.R.) INC,0000009892,BCR,12/31/2011,2011,-7.8,3931.1,3171.5,FALSE,FALSE
002044,BARD (C.R.) INC,0000009892,BCR,12/31/2012,2012,-17.4,4151.3,3931.1,FALSE,FALSE
002044,BARD (C.R.) INC,0000009892,BCR,12/31/2013,2013,2.1,5041.1,4151.3,FALSE,FALSE
002044,BARD (C.R.) INC,0000009892,BCR,12/31/2014,2014,-11.8,5092.6,5041.1,FALSE,FALSE
002044,BARD (C.R.) INC,0000009892,BCR,12/31/2015,2015,-41.5,4942.9,5092.6,FALSE,TRUE
002044,BARD (C.R.) INC,0000009892,BCR,12/31/2016,2016,-30.4,5306.1,4942.9,FALSE,TRUE
002049,BARNES GROUP INC,0000009984,B,12/31/2007,2007,-2.582,1539.335,1336.451,FALSE,FALSE
002049,BARNES GROUP INC,0000009984,B,12/31/2008,2008,-12.804,1447.634,1539.335,FALSE,TRUE
002049,BARNES GROUP INC,0000009984,B,12/31/2009,2009,-10.71,1351.99,1447.634,FALSE,TRUE
